method,seed,image_id,keypoint_id,coarse_x,coarse_y,final_x,final_y,num_votes,num_reliable,mean_vote_distance,median_vote_distance,fallback
B4,0,6,4,315.0197,228.5044,315.0199,228.5048,82,82,0.3842,0.3403,
B4,0,6,5,282.2396,224.1187,282.2626,224.1056,82,82,0.7757,0.6278,
B4,0,6,6,314.1786,223.2559,314.1726,223.2431,82,82,0.5775,0.4842,
B4,0,6,7,331.2133,239.8789,331.2149,239.8855,82,82,0.5010,0.4175,
B4,0,6,8,304.4919,231.6984,304.4927,231.6988,82,82,0.2625,0.1835,
U1,0,7,0,316.3625,188.3154,316.3625,188.3154,120,120,0.6155,0.4272,
U1,0,7,1,386.3546,159.2489,386.3546,159.2489,120,120,0.4471,0.4073,
U1,0,7,2,359.2238,201.2587,359.2238,201.2587,120,120,0.5729,0.5118,
U1,0,7,3,318.6210,155.9885,318.6210,155.9885,120,120,0.6059,0.4804,
U1,0,7,4,354.8601,156.4646,354.8601,156.4646,120,120,0.3924,0.2798,
U1,0,7,5,336.1361,169.3142,336.1361,169.3142,120,120,0.4883,0.3653,
U1,0,7,6,363.9186,176.5847,363.9186,176.5847,120,120,0.3274,0.2541,
U1,0,7,7,367.6775,178.9005,367.6775,178.9005,120,120,0.3367,0.1918,
U1,0,7,8,349.2145,169.4600,349.2145,169.4600,120,120,0.2978,0.2656,
baseline,0,7,0,316.3625,188.3154,316.3625,188.3154,0,0,-1.0000,-1.0000,
baseline,0,7,1,386.3546,159.2489,386.3546,159.2489,0,0,-1.0000,-1.0000,
baseline,0,7,2,359.2238,201.2587,359.2238,201.2587,0,0,-1.0000,-1.0000,
baseline,0,7,3,318.6210,155.9885,318.6210,155.9885,0,0,-1.0000,-1.0000,
baseline,0,7,4,354.8601,156.4646,354.8601,156.4646,0,0,-1.0000,-1.0000,
baseline,0,7,5,336.1361,169.3142,336.1361,169.3142,0,0,-1.0000,-1.0000,
baseline,0,7,6,363.9186,176.5847,363.9186,176.5847,0,0,-1.0000,-1.0000,
baseline,0,7,7,367.6775,178.9005,367.6775,178.9005,0,0,-1.0000,-1.0000,
baseline,0,7,8,349.2145,169.4600,349.2145,169.4600,0,0,-1.0000,-1.0000,
A4,0,7,0,316.3625,188.3154,316.3625,188.3154,120,120,0.6155,0.4272,
A4,0,7,1,386.3546,159.2489,386.3546,159.2489,120,120,0.4471,0.4073,
A4,0,7,2,359.2238,201.2587,359.2238,201.2587,120,120,0.5729,0.5118,
A4,0,7,3,318.6210,155.9885,318.6210,155.9885,120,120,0.6059,0.4804,
A4,0,7,4,354.8601,156.4646,354.8601,156.4646,120,120,0.3924,0.2798,
A4,0,7,5,336.1361,169.3142,336.1361,169.3142,120,120,0.4883,0.3653,
A4,0,7,6,363.9186,176.5847,363.9186,176.5847,120,120,0.3274,0.2541,
A4,0,7,7,367.6775,178.9005,367.6775,178.9005,120,120,0.3367,0.1918,
A4,0,7,8,349.2145,169.4600,349.2145,169.4600,120,120,0.2978,0.2656,
A6,0,7,0,316.3625,188.3154,316.3625,188.3154,120,120,0.6155,0.4272,
A6,0,7,1,386.3546,159.2489,386.3546,159.2489,120,120,0.4471,0.4073,
A6,0,7,2,359.2238,201.2587,359.2238,201.2587,120,120,0.5729,0.5118,
A6,0,7,3,318.6210,155.9885,318.6210,155.9885,120,120,0.6059,0.4804,
A6,0,7,4,354.8601,156.4646,354.8601,156.4646,120,120,0.3924,0.2798,
A6,0,7,5,336.1361,169.3142,336.1361,169.3142,120,120,0.4883,0.3653,
A6,0,7,6,363.9186,176.5847,363.9186,176.5847,120,120,0.3274,0.2541,
A6,0,7,7,367.6775,178.9005,367.6775,178.9005,120,120,0.3367,0.1918,
A6,0,7,8,349.2145,169.4600,349.2145,169.4600,120,120,0.2978,0.2656,
B4,0,7,0,316.3625,188.3154,316.3654,188.2989,120,120,0.6155,0.4272,
B4,0,7,1,386.3546,159.2489,386.3494,159.2516,120,120,0.4471,0.4073,
B4,0,7,2,359.2238,201.2587,359.2209,201.2469,120,120,0.5729,0.5118,
B4,0,7,3,318.6210,155.9885,318.6354,155.9899,120,120,0.6059,0.4804,
B4,0,7,4,354.8601,156.4646,354.8553,156.4684,120,120,0.3924,0.2798,
B4,0,7,5,336.1361,169.3142,336.1264,169.3102,120,120,0.4883,0.3653,
B4,0,7,6,363.9186,176.5847,363.9186,176.5848,120,120,0.3274,0.2541,
B4,0,7,7,367.6775,178.9005,367.6800,178.9056,120,120,0.3367,0.1918,
B4,0,7,8,349.2145,169.4600,349.2135,169.4581,120,120,0.2978,0.2656,
U1,0,8,0,338.5013,215.8032,338.5013,215.8032,96,96,0.5277,0.3300,
U1,0,8,1,410.4771,182.9911,410.4771,182.9911,96,96,0.5485,0.4832,
U1,0,8,2,382.3930,229.2363,382.3930,229.2363,96,96,0.5929,0.4701,
U1,0,8,3,341.2966,180.7525,341.2966,180.7525,96,96,0.6005,0.5233,
U1,0,8,4,377.9570,177.0892,377.9570,177.0892,96,96,0.4629,0.3790,
U1,0,8,5,359.0398,198.2895,359.0398,198.2895,96,96,0.3903,0.2912,
U1,0,8,6,387.0084,204.9416,387.0084,204.9416,96,96,0.3135,0.2692,
U1,0,8,7,391.5224,201.7296,391.5224,201.7296,96,96,0.3910,0.3410,
U1,0,8,8,372.4271,194.2965,372.4271,194.2965,96,96,0.3166,0.2504,
baseline,0,8,0,338.5013,215.8032,338.5013,215.8032,0,0,-1.0000,-1.0000,
baseline,0,8,1,410.4771,182.9911,410.4771,182.9911,0,0,-1.0000,-1.0000,
baseline,0,8,2,382.3930,229.2363,382.3930,229.2363,0,0,-1.0000,-1.0000,
baseline,0,8,3,341.2966,180.7525,341.2966,180.7525,0,0,-1.0000,-1.0000,
baseline,0,8,4,377.9570,177.0892,377.9570,177.0892,0,0,-1.0000,-1.0000,
baseline,0,8,5,359.0398,198.2895,359.0398,198.2895,0,0,-1.0000,-1.0000,
baseline,0,8,6,387.0084,204.9416,387.0084,204.9416,0,0,-1.0000,-1.0000,
baseline,0,8,7,391.5224,201.7296,391.5224,201.7296,0,0,-1.0000,-1.0000,
baseline,0,8,8,372.4271,194.2965,372.4271,194.2965,0,0,-1.0000,-1.0000,
A4,0,8,0,338.5013,215.8032,338.5013,215.8032,96,96,0.5277,0.3300,
A4,0,8,1,410.4771,182.9911,410.4771,182.9911,96,96,0.5485,0.4832,
A4,0,8,2,382.3930,229.2363,382.3930,229.2363,96,96,0.5929,0.4701,
A4,0,8,3,341.2966,180.7525,341.2966,180.7525,96,96,0.6005,0.5233,
A4,0,8,4,377.9570,177.0892,377.9570,177.0892,96,96,0.4629,0.3790,
A4,0,8,5,359.0398,198.2895,359.0398,198.2895,96,96,0.3903,0.2912,
A4,0,8,6,387.0084,204.9416,387.0084,204.9416,96,96,0.3135,0.2692,
A4,0,8,7,391.5224,201.7296,391.5224,201.7296,96,96,0.3910,0.3410,
A4,0,8,8,372.4271,194.2965,372.4271,194.2965,96,96,0.3166,0.2504,
A6,0,8,0,338.5013,215.8032,338.5013,215.8032,96,96,0.5277,0.3300,
A6,0,8,1,410.4771,182.9911,410.4771,182.9911,96,96,0.5485,0.4832,
A6,0,8,2,382.3930,229.2363,382.3930,229.2363,96,96,0.5929,0.4701,
A6,0,8,3,341.2966,180.7525,341.2966,180.7525,96,96,0.6005,0.5233,
A6,0,8,4,377.9570,177.0892,377.9570,177.0892,96,96,0.4629,0.3790,
A6,0,8,5,359.0398,198.2895,359.0398,198.2895,96,96,0.3903,0.2912,
A6,0,8,6,387.0084,204.9416,387.0084,204.9416,96,96,0.3135,0.2692,
A6,0,8,7,391.5224,201.7296,391.5224,201.7296,96,96,0.3910,0.3410,
A6,0,8,8,372.4271,194.2965,372.4271,194.2965,96,96,0.3166,0.2504,
B4,0,8,0,338.5013,215.8032,338.4989,215.7701,96,96,0.5277,0.3300,
B4,0,8,1,410.4771,182.9911,410.4779,182.9884,96,96,0.5485,0.4832,
B4,0,8,2,382.3930,229.2363,382.3936,229.2214,96,96,0.5929,0.4701,
B4,0,8,3,341.2966,180.7525,341.2994,180.7505,96,96,0.6005,0.5233,
B4,0,8,4,377.9570,177.0892,377.9572,177.0918,96,96,0.4629,0.3790,
B4,0,8,5,359.0398,198.2895,359.0357,198.2860,96,96,0.3903,0.2912,
B4,0,8,6,387.0084,204.9416,387.0107,204.9417,96,96,0.3135,0.2692,
B4,0,8,7,391.5224,201.7296,391.5215,201.7314,96,96,0.3910,0.3410,
B4,0,8,8,372.4271,194.2965,372.4310,194.2971,96,96,0.3166,0.2504,
U1,0,9,0,352.3178,220.4189,352.3178,220.4189,98,98,0.6519,0.4152,
U1,0,9,1,429.5955,190.5776,429.5955,190.5776,98,98,0.5896,0.4229,
U1,0,9,2,398.6451,236.2159,398.6451,236.2159,98,98,0.4829,0.4002,
U1,0,9,3,357.0996,185.1163,357.0996,185.1163,98,98,0.5887,0.5630,
U1,0,9,4,397.6418,185.9435,397.6418,185.9435,98,98,0.4858,0.3930,
U1,0,9,5,373.5237,201.3194,373.5237,201.3194,98,98,0.5284,0.3762,
U1,0,9,6,402.7753,209.4687,402.7753,209.4687,98,98,0.4521,0.3493,
U1,0,9,7,410.0195,210.6571,410.0195,210.6571,98,98,0.5188,0.3439,
U1,0,9,8,389.6017,200.5854,389.6017,200.5854,98,98,0.3764,0.3186,
baseline,0,9,0,352.3178,220.4189,352.3178,220.4189,0,0,-1.0000,-1.0000,
baseline,0,9,1,429.5955,190.5776,429.5955,190.5776,0,0,-1.0000,-1.0000,
baseline,0,9,2,398.6451,236.2159,398.6451,236.2159,0,0,-1.0000,-1.0000,
baseline,0,9,3,357.0996,185.1163,357.0996,185.1163,0,0,-1.0000,-1.0000,
baseline,0,9,4,397.6418,185.9435,397.6418,185.9435,0,0,-1.0000,-1.0000,
baseline,0,9,5,373.5237,201.3194,373.5237,201.3194,0,0,-1.0000,-1.0000,
baseline,0,9,6,402.7753,209.4687,402.7753,209.4687,0,0,-1.0000,-1.0000,
baseline,0,9,7,410.0195,210.6571,410.0195,210.6571,0,0,-1.0000,-1.0000,
baseline,0,9,8,389.6017,200.5854,389.6017,200.5854,0,0,-1.0000,-1.0000,
A4,0,9,0,352.3178,220.4189,352.3178,220.4189,98,98,0.6519,0.4152,
A4,0,9,1,429.5955,190.5776,429.5955,190.5776,98,98,0.5896,0.4229,
A4,0,9,2,398.6451,236.2159,398.6451,236.2159,98,98,0.4829,0.4002,
A4,0,9,3,357.0996,185.1163,357.0996,185.1163,98,98,0.5887,0.5630,
A4,0,9,4,397.6418,185.9435,397.6418,185.9435,98,98,0.4858,0.3930,
A4,0,9,5,373.5237,201.3194,373.5237,201.3194,98,98,0.5284,0.3762,
A4,0,9,6,402.7753,209.4687,402.7753,209.4687,98,98,0.4521,0.3493,
A4,0,9,7,410.0195,210.6571,410.0195,210.6571,98,98,0.5188,0.3439,
A4,0,9,8,389.6017,200.5854,389.6017,200.5854,98,98,0.3764,0.3186,
A6,0,9,0,352.3178,220.4189,352.3178,220.4189,98,98,0.6519,0.4152,
A6,0,9,1,429.5955,190.5776,429.5955,190.5776,98,98,0.5896,0.4229,
A6,0,9,2,398.6451,236.2159,398.6451,236.2159,98,98,0.4829,0.4002,
A6,0,9,3,357.0996,185.1163,357.0996,185.1163,98,98,0.5887,0.5630,
A6,0,9,4,397.6418,185.9435,397.6418,185.9435,98,98,0.4858,0.3930,
A6,0,9,5,373.5237,201.3194,373.5237,201.3194,98,98,0.5284,0.3762,
A6,0,9,6,402.7753,209.4687,402.7753,209.4687,98,98,0.4521,0.3493,
A6,0,9,7,410.0195,210.6571,410.0195,210.6571,98,98,0.5188,0.3439,
A6,0,9,8,389.6017,200.5854,389.6017,200.5854,98,98,0.3764,0.3186,
B4,0,9,0,352.3178,220.4189,352.3134,220.4043,98,98,0.6519,0.4152,
B4,0,9,1,429.5955,190.5776,429.5848,190.5842,98,98,0.5896,0.4229,
B4,0,9,2,398.6451,236.2159,398.6469,236.2134,98,98,0.4829,0.4002,
B4,0,9,3,357.0996,185.1163,357.0948,185.1153,98,98,0.5887,0.5630,
B4,0,9,4,397.6418,185.9435,397.6344,185.9333,98,98,0.4858,0.3930,
B4,0,9,5,373.5237,201.3194,373.5186,201.3130,98,98,0.5284,0.3762,
B4,0,9,6,402.7753,209.4687,402.7764,209.4709,98,98,0.4521,0.3493,
B4,0,9,7,410.0195,210.6571,410.0247,210.6503,98,98,0.5188,0.3439,
B4,0,9,8,389.6017,200.5854,389.6014,200.5856,98,98,0.3764,0.3186,
