method,seed,image_id,keypoint_id,coarse_x,coarse_y,final_x,final_y,num_votes,num_reliable,mean_vote_distance,median_vote_distance,fallback
A6,1,90,4,404.8341,269.0628,404.8341,269.0628,98,98,0.7610,0.7890,
A6,1,90,5,424.4079,324.0484,424.4079,324.0484,98,98,1.1395,0.8157,
A6,1,90,6,399.0554,323.9976,399.0554,323.9976,98,98,0.4472,0.3989,
A6,1,90,7,394.5845,283.6354,394.5845,283.6354,98,98,0.8214,0.6233,
A6,1,90,8,410.5675,295.9485,410.5675,295.9485,98,98,0.3196,0.2493,
B4,1,90,0,436.0793,315.6348,436.1846,315.5046,98,98,1.9332,1.8932,
B4,1,90,1,377.7800,286.8029,377.7880,286.8039,98,98,0.5515,0.5265,
B4,1,90,2,401.0504,314.6679,401.1011,314.6000,98,98,1.1303,0.8246,
B4,1,90,3,436.5187,286.5153,436.5106,286.5140,98,98,0.5915,0.4950,
B4,1,90,4,404.8341,269.0628,404.8242,269.0594,98,98,0.7610,0.7890,
B4,1,90,5,424.4079,324.0484,424.4326,324.1297,98,98,1.1395,0.8157,
B4,1,90,6,399.0554,323.9976,399.0554,323.9962,98,98,0.4472,0.3989,
B4,1,90,7,394.5845,283.6354,394.5990,283.6332,98,98,0.8214,0.6233,
B4,1,90,8,410.5675,295.9485,410.5660,295.9467,98,98,0.3196,0.2493,
baseline,1,91,0,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,1,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,2,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,3,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,4,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,5,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,6,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,7,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
baseline,1,91,8,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,
A4,1,91,0,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,1,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,2,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,3,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,4,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,5,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,6,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,7,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A4,1,91,8,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,0,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,1,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,2,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,3,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,4,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,5,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,6,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,7,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
A6,1,91,8,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,0,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,1,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,2,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,3,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,4,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,5,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,6,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,7,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
B4,1,91,8,0.0000,0.0000,0.0000,0.0000,0,0,-1.0000,-1.0000,no_fg
baseline,1,92,0,510.7225,303.2303,510.7225,303.2303,0,0,-1.0000,-1.0000,
baseline,1,92,1,446.2907,275.8073,446.2907,275.8073,0,0,-1.0000,-1.0000,
baseline,1,92,2,481.2613,301.4261,481.2613,301.4261,0,0,-1.0000,-1.0000,
baseline,1,92,3,496.5741,274.0114,496.5741,274.0114,0,0,-1.0000,-1.0000,
baseline,1,92,4,468.4217,256.9499,468.4217,256.9499,0,0,-1.0000,-1.0000,
baseline,1,92,5,488.1448,314.0328,488.1448,314.0328,0,0,-1.0000,-1.0000,
baseline,1,92,6,468.1216,311.0043,468.1216,311.0043,0,0,-1.0000,-1.0000,
baseline,1,92,7,466.5708,271.9325,466.5708,271.9325,0,0,-1.0000,-1.0000,
baseline,1,92,8,476.8616,283.5011,476.8616,283.5011,0,0,-1.0000,-1.0000,
A4,1,92,0,510.7225,303.2303,510.7225,303.2303,93,93,0.6914,0.6030,
A4,1,92,1,446.2907,275.8073,446.2907,275.8073,93,93,0.6655,0.5717,
A4,1,92,2,481.2613,301.4261,481.2613,301.4261,93,93,0.4860,0.4191,
A4,1,92,3,496.5741,274.0114,496.5741,274.0114,93,93,0.5229,0.3469,
A4,1,92,4,468.4217,256.9499,468.4217,256.9499,93,93,0.7189,0.5564,
A4,1,92,5,488.1448,314.0328,488.1448,314.0328,93,93,0.4571,0.3644,
A4,1,92,6,468.1216,311.0043,468.1216,311.0043,93,93,0.3976,0.3607,
A4,1,92,7,466.5708,271.9325,466.5708,271.9325,93,93,0.7011,0.6763,
A4,1,92,8,476.8616,283.5011,476.8616,283.5011,93,93,0.2757,0.1824,
A6,1,92,0,510.7225,303.2303,510.7225,303.2303,93,93,0.6914,0.6030,
A6,1,92,1,446.2907,275.8073,446.2907,275.8073,93,93,0.6655,0.5717,
A6,1,92,2,481.2613,301.4261,481.2613,301.4261,93,93,0.4860,0.4191,
A6,1,92,3,496.5741,274.0114,496.5741,274.0114,93,93,0.5229,0.3469,
A6,1,92,4,468.4217,256.9499,468.4217,256.9499,93,93,0.7189,0.5564,
A6,1,92,5,488.1448,314.0328,488.1448,314.0328,93,93,0.4571,0.3644,
A6,1,92,6,468.1216,311.0043,468.1216,311.0043,93,93,0.3976,0.3607,
A6,1,92,7,466.5708,271.9325,466.5708,271.9325,93,93,0.7011,0.6763,
A6,1,92,8,476.8616,283.5011,476.8616,283.5011,93,93,0.2757,0.1824,
B4,1,92,0,510.7225,303.2303,510.7157,303.2344,93,93,0.6914,0.6030,
B4,1,92,1,446.2907,275.8073,446.2986,275.8059,93,93,0.6655,0.5717,
B4,1,92,2,481.2613,301.4261,481.2557,301.4320,93,93,0.4860,0.4191,
B4,1,92,3,496.5741,274.0114,496.5733,274.0181,93,93,0.5229,0.3469,
B4,1,92,4,468.4217,256.9499,468.4175,256.9722,93,93,0.7189,0.5564,
B4,1,92,5,488.1448,314.0328,488.1493,314.0219,93,93,0.4571,0.3644,
B4,1,92,6,468.1216,311.0043,468.1284,310.9983,93,93,0.3976,0.3607,
B4,1,92,7,466.5708,271.9325,466.5748,271.9364,93,93,0.7011,0.6763,
B4,1,92,8,476.8616,283.5011,476.8606,283.5001,93,93,0.2757,0.1824,
baseline,1,93,0,625.8934,121.8959,625.8934,121.8959,0,0,-1.0000,-1.0000,
baseline,1,93,1,558.0903,75.8998,558.0903,75.8998,0,0,-1.0000,-1.0000,
baseline,1,93,2,587.9746,103.7436,587.9746,103.7436,0,0,-1.0000,-1.0000,
baseline,1,93,3,620.7198,95.6388,620.7198,95.6388,0,0,-1.0000,-1.0000,
baseline,1,93,4,590.6074,62.2458,590.6074,62.2458,0,0,-1.0000,-1.0000,
baseline,1,93,5,598.8777,132.0899,598.8777,132.0899,0,0,-1.0000,-1.0000,
baseline,1,93,6,574.4556,118.7954,574.4556,118.7954,0,0,-1.0000,-1.0000,
baseline,1,93,7,581.4634,71.9216,581.4634,71.9216,0,0,-1.0000,-1.0000,
baseline,1,93,8,592.4435,93.0727,592.4435,93.0727,0,0,-1.0000,-1.0000,
A4,1,93,0,625.8934,121.8959,625.8934,121.8959,106,106,0.8039,0.7421,
A4,1,93,1,558.0903,75.8998,558.0903,75.8998,106,106,0.7628,0.5797,
A4,1,93,2,587.9746,103.7436,587.9746,103.7436,106,106,0.6003,0.4912,
A4,1,93,3,620.7198,95.6388,620.7198,95.6388,106,106,0.6626,0.5773,
A4,1,93,4,590.6074,62.2458,590.6074,62.2458,106,106,0.6061,0.4685,
A4,1,93,5,598.8777,132.0899,598.8777,132.0899,106,106,0.7383,0.5562,
A4,1,93,6,574.4556,118.7954,574.4556,118.7954,106,106,0.5750,0.4459,
A4,1,93,7,581.4634,71.9216,581.4634,71.9216,106,106,0.8169,0.5792,
A4,1,93,8,592.4435,93.0727,592.4435,93.0727,106,106,0.4560,0.3777,
A6,1,93,0,625.8934,121.8959,625.8934,121.8959,106,106,0.8039,0.7421,
A6,1,93,1,558.0903,75.8998,558.0903,75.8998,106,106,0.7628,0.5797,
A6,1,93,2,587.9746,103.7436,587.9746,103.7436,106,106,0.6003,0.4912,
A6,1,93,3,620.7198,95.6388,620.7198,95.6388,106,106,0.6626,0.5773,
A6,1,93,4,590.6074,62.2458,590.6074,62.2458,106,106,0.6061,0.4685,
A6,1,93,5,598.8777,132.0899,598.8777,132.0899,106,106,0.7383,0.5562,
A6,1,93,6,574.4556,118.7954,574.4556,118.7954,106,106,0.5750,0.4459,
A6,1,93,7,581.4634,71.9216,581.4634,71.9216,106,106,0.8169,0.5792,
A6,1,93,8,592.4435,93.0727,592.4435,93.0727,106,106,0.4560,0.3777,
B4,1,93,0,625.8934,121.8959,625.9107,121.8972,106,106,0.8039,0.7421,
B4,1,93,1,558.0903,75.8998,558.0881,75.8958,106,106,0.7628,0.5797,
B4,1,93,2,587.9746,103.7436,587.9804,103.7326,106,106,0.6003,0.4912,
B4,1,93,3,620.7198,95.6388,620.7160,95.6333,106,106,0.6626,0.5773,
B4,1,93,4,590.6074,62.2458,590.5969,62.2655,106,106,0.6061,0.4685,
B4,1,93,5,598.8777,132.0899,598.8484,132.0694,106,106,0.7383,0.5562,
B4,1,93,6,574.4556,118.7954,574.4536,118.7977,106,106,0.5750,0.4459,
B4,1,93,7,581.4634,71.9216,581.4717,71.8857,106,106,0.8169,0.5792,
B4,1,93,8,592.4435,93.0727,592.4457,93.0723,106,106,0.4560,0.3777,
baseline,1,94,0,602.1682,110.7894,602.1682,110.7894,0,0,-1.0000,-1.0000,
baseline,1,94,1,533.9041,65.9780,533.9041,65.9780,0,0,-1.0000,-1.0000,
baseline,1,94,2,564.6946,94.6221,564.6946,94.6221,0,0,-1.0000,-1.0000,
baseline,1,94,3,596.6473,83.6621,596.6473,83.6621,0,0,-1.0000,-1.0000,
baseline,1,94,4,566.1365,51.0607,566.1365,51.0607,0,0,-1.0000,-1.0000,
baseline,1,94,5,575.4944,120.8632,575.4944,120.8632,0,0,-1.0000,-1.0000,
baseline,1,94,6,550.9814,109.0460,550.9814,109.0460,0,0,-1.0000,-1.0000,
baseline,1,94,7,557.6802,62.0725,557.6802,62.0725,0,0,-1.0000,-1.0000,
baseline,1,94,8,568.4641,82.4587,568.4641,82.4587,0,0,-1.0000,-1.0000,
A4,1,94,0,602.1682,110.7894,602.1682,110.7894,117,117,0.7701,0.6806,
A4,1,94,1,533.9041,65.9780,533.9041,65.9780,117,117,0.4989,0.3448,
A4,1,94,2,564.6946,94.6221,564.6946,94.6221,117,117,0.5363,0.4264,
A4,1,94,3,596.6473,83.6621,596.6473,83.6621,117,117,0.6617,0.5719,
A4,1,94,4,566.1365,51.0607,566.1365,51.0607,117,117,0.5030,0.4156,
A4,1,94,5,575.4944,120.8632,575.4944,120.8632,117,117,0.7256,0.6297,
A4,1,94,6,550.9814,109.0460,550.9814,109.0460,117,117,0.4324,0.3391,
A4,1,94,7,557.6802,62.0725,557.6802,62.0725,117,117,0.7231,0.4841,
A4,1,94,8,568.4641,82.4587,568.4641,82.4587,117,117,0.4639,0.4351,
A6,1,94,0,602.1682,110.7894,602.1682,110.7894,117,117,0.7701,0.6806,
A6,1,94,1,533.9041,65.9780,533.9041,65.9780,117,117,0.4989,0.3448,
A6,1,94,2,564.6946,94.6221,564.6946,94.6221,117,117,0.5363,0.4264,
A6,1,94,3,596.6473,83.6621,596.6473,83.6621,117,117,0.6617,0.5719,
A6,1,94,4,566.1365,51.0607,566.1365,51.0607,117,117,0.5030,0.4156,
A6,1,94,5,575.4944,120.8632,575.4944,120.8632,117,117,0.7256,0.6297,
A6,1,94,6,550.9814,109.0460,550.9814,109.0460,117,117,0.4324,0.3391,
A6,1,94,7,557.6802,62.0725,557.6802,62.0725,117,117,0.7231,0.4841,
A6,1,94,8,568.4641,82.4587,568.4641,82.4587,117,117,0.4639,0.4351,
B4,1,94,0,602.1682,110.7894,602.1859,110.8048,117,117,0.7701,0.6806,
B4,1,94,1,533.9041,65.9780,533.9115,65.9883,117,117,0.4989,0.3448,
B4,1,94,2,564.6946,94.6221,564.6913,94.6173,117,117,0.5363,0.4264,
B4,1,94,3,596.6473,83.6621,596.6397,83.6498,117,117,0.6617,0.5719,
B4,1,94,4,566.1365,51.0607,566.1361,51.0573,117,117,0.5030,0.4156,
B4,1,94,5,575.4944,120.8632,575.5031,120.8915,117,117,0.7256,0.6297,
B4,1,94,6,550.9814,109.0460,550.9789,109.0489,117,117,0.4324,0.3391,
B4,1,94,7,557.6802,62.0725,557.6731,62.0667,117,117,0.7231,0.4841,
B4,1,94,8,568.4641,82.4587,568.4670,82.4591,117,117,0.4639,0.4351,
baseline,1,95,0,576.4597,134.3467,576.4597,134.3467,0,0,-1.0000,-1.0000,
baseline,1,95,1,509.6799,88.6820,509.6799,88.6820,0,0,-1.0000,-1.0000,
baseline,1,95,2,542.8261,116.8239,542.8261,116.8239,0,0,-1.0000,-1.0000,
baseline,1,95,3,568.1767,108.1955,568.1767,108.1955,0,0,-1.0000,-1.0000,
baseline,1,95,4,540.7276,75.1937,540.7276,75.1937,0,0,-1.0000,-1.0000,
baseline,1,95,5,548.8483,143.4676,548.8483,143.4676,0,0,-1.0000,-1.0000,
baseline,1,95,6,527.1262,130.8653,527.1262,130.8653,0,0,-1.0000,-1.0000,
baseline,1,95,7,534.6282,85.4438,534.6282,85.4438,0,0,-1.0000,-1.0000,
baseline,1,95,8,543.0050,106.2537,543.0050,106.2537,0,0,-1.0000,-1.0000,
A4,1,95,0,576.4597,134.3467,576.4597,134.3467,67,67,0.7326,0.6329,
A4,1,95,1,509.6799,88.6820,509.6799,88.6820,67,67,0.5592,0.4896,
A4,1,95,2,542.8261,116.8239,542.8261,116.8239,67,67,0.3898,0.3234,
A4,1,95,3,568.1767,108.1955,568.1767,108.1955,67,67,0.6085,0.4563,
A4,1,95,4,540.7276,75.1937,540.7276,75.1937,67,67,0.5820,0.4336,
A4,1,95,5,548.8483,143.4676,548.8483,143.4676,67,67,0.4698,0.3634,
A4,1,95,6,527.1262,130.8653,527.1262,130.8653,67,67,0.4177,0.2950,
A4,1,95,7,534.6282,85.4438,534.6282,85.4438,67,67,0.5689,0.3883,
A4,1,95,8,543.0050,106.2537,543.0050,106.2537,67,67,0.2769,0.2304,
A6,1,95,0,576.4597,134.3467,576.4597,134.3467,67,67,0.7326,0.6329,
A6,1,95,1,509.6799,88.6820,509.6799,88.6820,67,67,0.5592,0.4896,
A6,1,95,2,542.8261,116.8239,542.8261,116.8239,67,67,0.3898,0.3234,
A6,1,95,3,568.1767,108.1955,568.1767,108.1955,67,67,0.6085,0.4563,
A6,1,95,4,540.7276,75.1937,540.7276,75.1937,67,67,0.5820,0.4336,
A6,1,95,5,548.8483,143.4676,548.8483,143.4676,67,67,0.4698,0.3634,
A6,1,95,6,527.1262,130.8653,527.1262,130.8653,67,67,0.4177,0.2950,
A6,1,95,7,534.6282,85.4438,534.6282,85.4438,67,67,0.5689,0.3883,
A6,1,95,8,543.0050,106.2537,543.0050,106.2537,67,67,0.2769,0.2304,
B4,1,95,0,576.4597,134.3467,576.4612,134.3523,67,67,0.7326,0.6329,
B4,1,95,1,509.6799,88.6820,509.6714,88.6804,67,67,0.5592,0.4896,
B4,1,95,2,542.8261,116.8239,542.8284,116.8238,67,67,0.3898,0.3234,
B4,1,95,3,568.1767,108.1955,568.1876,108.1859,67,67,0.6085,0.4563,
B4,1,95,4,540.7276,75.1937,540.7215,75.1924,67,67,0.5820,0.4336,
B4,1,95,5,548.8483,143.4676,548.8447,143.4623,67,67,0.4698,0.3634,
B4,1,95,6,527.1262,130.8653,527.1215,130.8680,67,67,0.4177,0.2950,
B4,1,95,7,534.6282,85.4438,534.6159,85.4539,67,67,0.5689,0.3883,
B4,1,95,8,543.0050,106.2537,543.0017,106.2537,67,67,0.2769,0.2304,
baseline,1,96,0,588.1521,140.3283,588.1521,140.3283,0,0,-1.0000,-1.0000,
baseline,1,96,1,523.3580,90.9911,523.3580,90.9911,0,0,-1.0000,-1.0000,
baseline,1,96,2,555.2868,117.4604,555.2868,117.4604,0,0,-1.0000,-1.0000,
baseline,1,96,3,580.0074,116.6643,580.0074,116.6643,0,0,-1.0000,-1.0000,
baseline,1,96,4,554.7743,81.1942,554.7743,81.1942,0,0,-1.0000,-1.0000,
baseline,1,96,5,559.1006,148.6867,559.1006,148.6867,0,0,-1.0000,-1.0000,
baseline,1,96,6,538.3594,132.9132,538.3594,132.9132,0,0,-1.0000,-1.0000,
baseline,1,96,7,548.6524,87.7187,548.6524,87.7187,0,0,-1.0000,-1.0000,
baseline,1,96,8,555.7429,110.6953,555.7429,110.6953,0,0,-1.0000,-1.0000,
A4,1,96,0,588.1521,140.3283,588.1521,140.3283,78,78,0.6746,0.5229,
A4,1,96,1,523.3580,90.9911,523.3580,90.9911,78,78,0.5243,0.4235,
A4,1,96,2,555.2868,117.4604,555.2868,117.4604,78,78,0.4540,0.3107,
A4,1,96,3,580.0074,116.6643,580.0074,116.6643,78,78,0.6302,0.4709,
A4,1,96,4,554.7743,81.1942,554.7743,81.1942,78,78,0.7057,0.4998,
A4,1,96,5,559.1006,148.6867,559.1006,148.6867,78,78,0.6689,0.5142,
A4,1,96,6,538.3594,132.9132,538.3594,132.9132,78,78,0.4947,0.3748,
A4,1,96,7,548.6524,87.7187,548.6524,87.7187,78,78,0.5604,0.3643,
A4,1,96,8,555.7429,110.6953,555.7429,110.6953,78,78,0.3393,0.2796,
A6,1,96,0,588.1521,140.3283,588.1521,140.3283,78,78,0.6746,0.5229,
A6,1,96,1,523.3580,90.9911,523.3580,90.9911,78,78,0.5243,0.4235,
A6,1,96,2,555.2868,117.4604,555.2868,117.4604,78,78,0.4540,0.3107,
A6,1,96,3,580.0074,116.6643,580.0074,116.6643,78,78,0.6302,0.4709,
A6,1,96,4,554.7743,81.1942,554.7743,81.1942,78,78,0.7057,0.4998,
A6,1,96,5,559.1006,148.6867,559.1006,148.6867,78,78,0.6689,0.5142,
A6,1,96,6,538.3594,132.9132,538.3594,132.9132,78,78,0.4947,0.3748,
A6,1,96,7,548.6524,87.7187,548.6524,87.7187,78,78,0.5604,0.3643,
A6,1,96,8,555.7429,110.6953,555.7429,110.6953,78,78,0.3393,0.2796,
B4,1,96,0,588.1521,140.3283,588.1469,140.3201,78,78,0.6746,0.5229,
B4,1,96,1,523.3580,90.9911,523.3616,90.9846,78,78,0.5243,0.4235,
B4,1,96,2,555.2868,117.4604,555.2876,117.4633,78,78,0.4540,0.3107,
B4,1,96,3,580.0074,116.6643,580.0170,116.6536,78,78,0.6302,0.4709,
B4,1,96,4,554.7743,81.1942,554.7714,81.1830,78,78,0.7057,0.4998,
B4,1,96,5,559.1006,148.6867,559.0892,148.6734,78,78,0.6689,0.5142,
B4,1,96,6,538.3594,132.9132,538.3577,132.9068,78,78,0.4947,0.3748,
B4,1,96,7,548.6524,87.7187,548.6520,87.7202,78,78,0.5604,0.3643,
B4,1,96,8,555.7429,110.6953,555.7430,110.6955,78,78,0.3393,0.2796,
baseline,1,97,0,598.1986,148.4338,598.1986,148.4338,0,0,-1.0000,-1.0000,
baseline,1,97,1,535.6377,96.0276,535.6377,96.0276,0,0,-1.0000,-1.0000,
baseline,1,97,2,565.7758,122.5104,565.7758,122.5104,0,0,-1.0000,-1.0000,
baseline,1,97,3,592.2941,127.3938,592.2941,127.3938,0,0,-1.0000,-1.0000,
baseline,1,97,4,568.6823,88.8816,568.6823,88.8816,0,0,-1.0000,-1.0000,
baseline,1,97,5,568.3500,156.6858,568.3500,156.6858,0,0,-1.0000,-1.0000,
baseline,1,97,6,548.2477,138.6744,548.2477,138.6744,0,0,-1.0000,-1.0000,
baseline,1,97,7,561.3843,93.8011,561.3843,93.8011,0,0,-1.0000,-1.0000,
baseline,1,97,8,567.7856,117.8320,567.7856,117.8320,0,0,-1.0000,-1.0000,
A4,1,97,0,598.1986,148.4338,598.1986,148.4338,96,96,0.6623,0.4856,
A4,1,97,1,535.6377,96.0276,535.6377,96.0276,96,96,0.5522,0.4009,
A4,1,97,2,565.7758,122.5104,565.7758,122.5104,96,96,0.5177,0.4533,
A4,1,97,3,592.2941,127.3938,592.2941,127.3938,96,96,0.7141,0.6532,
A4,1,97,4,568.6823,88.8816,568.6823,88.8816,96,96,0.7176,0.5029,
A4,1,97,5,568.3500,156.6858,568.3500,156.6858,96,96,0.5953,0.3313,
A4,1,97,6,548.2477,138.6744,548.2477,138.6744,96,96,0.4111,0.3296,
A4,1,97,7,561.3843,93.8011,561.3843,93.8011,96,96,0.5317,0.3083,
A4,1,97,8,567.7856,117.8320,567.7856,117.8320,96,96,0.3283,0.2450,
A6,1,97,0,598.1986,148.4338,598.1986,148.4338,96,96,0.6623,0.4856,
A6,1,97,1,535.6377,96.0276,535.6377,96.0276,96,96,0.5522,0.4009,
A6,1,97,2,565.7758,122.5104,565.7758,122.5104,96,96,0.5177,0.4533,
A6,1,97,3,592.2941,127.3938,592.2941,127.3938,96,96,0.7141,0.6532,
A6,1,97,4,568.6823,88.8816,568.6823,88.8816,96,96,0.7176,0.5029,
A6,1,97,5,568.3500,156.6858,568.3500,156.6858,96,96,0.5953,0.3313,
A6,1,97,6,548.2477,138.6744,548.2477,138.6744,96,96,0.4111,0.3296,
A6,1,97,7,561.3843,93.8011,561.3843,93.8011,96,96,0.5317,0.3083,
A6,1,97,8,567.7856,117.8320,567.7856,117.8320,96,96,0.3283,0.2450,
B4,1,97,0,598.1986,148.4338,598.2094,148.4303,96,96,0.6623,0.4856,
B4,1,97,1,535.6377,96.0276,535.6315,96.0278,96,96,0.5522,0.4009,
B4,1,97,2,565.7758,122.5104,565.7761,122.5084,96,96,0.5177,0.4533,
B4,1,97,3,592.2941,127.3938,592.2966,127.3779,96,96,0.7141,0.6532,
B4,1,97,4,568.6823,88.8816,568.6794,88.8603,96,96,0.7176,0.5029,
B4,1,97,5,568.3500,156.6858,568.3360,156.6792,96,96,0.5953,0.3313,
B4,1,97,6,548.2477,138.6744,548.2495,138.6765,96,96,0.4111,0.3296,
B4,1,97,7,561.3843,93.8011,561.3916,93.7995,96,96,0.5317,0.3083,
B4,1,97,8,567.7856,117.8320,567.7854,117.8309,96,96,0.3283,0.2450,
baseline,1,98,0,596.6609,148.5860,596.6609,148.5860,0,0,-1.0000,-1.0000,
baseline,1,98,1,534.5320,93.2059,534.5320,93.2059,0,0,-1.0000,-1.0000,
baseline,1,98,2,565.0256,121.4924,565.0256,121.4924,0,0,-1.0000,-1.0000,
baseline,1,98,3,590.3605,126.3577,590.3605,126.3577,0,0,-1.0000,-1.0000,
baseline,1,98,4,568.0628,86.7048,568.0628,86.7048,0,0,-1.0000,-1.0000,
baseline,1,98,5,566.0408,155.3582,566.0408,155.3582,0,0,-1.0000,-1.0000,
baseline,1,98,6,546.5729,136.9059,546.5729,136.9059,0,0,-1.0000,-1.0000,
baseline,1,98,7,561.0299,91.6869,561.0299,91.6869,0,0,-1.0000,-1.0000,
baseline,1,98,8,566.4339,116.1962,566.4339,116.1962,0,0,-1.0000,-1.0000,
A4,1,98,0,596.6609,148.5860,596.6609,148.5860,94,94,0.6198,0.5009,
A4,1,98,1,534.5320,93.2059,534.5320,93.2059,94,94,0.5851,0.4356,
A4,1,98,2,565.0256,121.4924,565.0256,121.4924,94,94,0.5172,0.4839,
A4,1,98,3,590.3605,126.3577,590.3605,126.3577,94,94,0.6251,0.5794,
A4,1,98,4,568.0628,86.7048,568.0628,86.7048,94,94,0.7143,0.5950,
A4,1,98,5,566.0408,155.3582,566.0408,155.3582,94,94,0.5259,0.2997,
A4,1,98,6,546.5729,136.9059,546.5729,136.9059,94,94,0.3757,0.3387,
A4,1,98,7,561.0299,91.6869,561.0299,91.6869,94,94,0.5650,0.3457,
A4,1,98,8,566.4339,116.1962,566.4339,116.1962,94,94,0.3498,0.2744,
A6,1,98,0,596.6609,148.5860,596.6609,148.5860,94,94,0.6198,0.5009,
A6,1,98,1,534.5320,93.2059,534.5320,93.2059,94,94,0.5851,0.4356,
A6,1,98,2,565.0256,121.4924,565.0256,121.4924,94,94,0.5172,0.4839,
A6,1,98,3,590.3605,126.3577,590.3605,126.3577,94,94,0.6251,0.5794,
A6,1,98,4,568.0628,86.7048,568.0628,86.7048,94,94,0.7143,0.5950,
A6,1,98,5,566.0408,155.3582,566.0408,155.3582,94,94,0.5259,0.2997,
A6,1,98,6,546.5729,136.9059,546.5729,136.9059,94,94,0.3757,0.3387,
A6,1,98,7,561.0299,91.6869,561.0299,91.6869,94,94,0.5650,0.3457,
A6,1,98,8,566.4339,116.1962,566.4339,116.1962,94,94,0.3498,0.2744,
B4,1,98,0,596.6609,148.5860,596.6714,148.5896,94,94,0.6198,0.5009,
B4,1,98,1,534.5320,93.2059,534.5302,93.2065,94,94,0.5851,0.4356,
B4,1,98,2,565.0256,121.4924,565.0258,121.4931,94,94,0.5172,0.4839,
B4,1,98,3,590.3605,126.3577,590.3536,126.3563,94,94,0.6251,0.5794,
B4,1,98,4,568.0628,86.7048,568.0622,86.6892,94,94,0.7143,0.5950,
B4,1,98,5,566.0408,155.3582,566.0323,155.3584,94,94,0.5259,0.2997,
B4,1,98,6,546.5729,136.9059,546.5745,136.9055,94,94,0.3757,0.3387,
B4,1,98,7,561.0299,91.6869,561.0372,91.7019,94,94,0.5650,0.3457,
B4,1,98,8,566.4339,116.1962,566.4346,116.1968,94,94,0.3498,0.2744,
baseline,1,99,0,538.2908,124.1051,538.2908,124.1051,0,0,-1.0000,-1.0000,
baseline,1,99,1,472.1942,76.6689,472.1942,76.6689,0,0,-1.0000,-1.0000,
baseline,1,99,2,503.5954,97.9362,503.5954,97.9362,0,0,-1.0000,-1.0000,
baseline,1,99,3,533.3253,107.5156,533.3253,107.5156,0,0,-1.0000,-1.0000,
baseline,1,99,4,506.6330,69.5416,506.6330,69.5416,0,0,-1.0000,-1.0000,
