method,seed,image_id,keypoint_id,coarse_x,coarse_y,final_x,final_y,num_votes,num_reliable,mean_vote_distance,median_vote_distance,fallback
A6,0,8,3,311.7137,127.7703,311.7137,127.7703,102,102,0.7073,0.6096,
A6,0,8,4,275.9471,109.8446,275.9471,109.8446,102,102,0.5930,0.4754,
A6,0,8,5,301.3539,152.2201,301.3539,152.2201,102,102,0.7457,0.6317,
A6,0,8,6,274.9879,146.0524,274.9879,146.0524,102,102,0.6838,0.6097,
A6,0,8,7,267.4287,110.3131,267.4287,110.3131,102,102,0.6816,0.5655,
A6,0,8,8,284.6240,126.7524,284.6240,126.7524,102,102,0.3399,0.2652,
B4,0,8,0,316.8664,129.8343,316.8660,129.8203,102,102,0.6607,0.5766,
B4,0,8,1,249.2784,127.1852,249.2811,127.1913,102,102,0.8803,0.8910,
B4,0,8,2,278.3725,121.3643,278.3823,121.3586,102,102,0.5601,0.5198,
B4,0,8,3,311.7137,127.7703,311.7006,127.7810,102,102,0.7073,0.6096,
B4,0,8,4,275.9471,109.8446,275.9538,109.8453,102,102,0.5930,0.4754,
B4,0,8,5,301.3539,152.2201,301.3422,152.2208,102,102,0.7457,0.6317,
B4,0,8,6,274.9879,146.0524,274.9787,146.0493,102,102,0.6838,0.6097,
B4,0,8,7,267.4287,110.3131,267.4286,110.3008,102,102,0.6816,0.5655,
B4,0,8,8,284.6240,126.7524,284.6222,126.7483,102,102,0.3399,0.2652,
baseline,0,9,0,336.2797,123.5712,336.2797,123.5712,0,0,-1.0000,-1.0000,
baseline,0,9,1,265.0636,117.7904,265.0636,117.7904,0,0,-1.0000,-1.0000,
baseline,0,9,2,296.3063,111.4001,296.3063,111.4001,0,0,-1.0000,-1.0000,
baseline,0,9,3,331.8180,122.0057,331.8180,122.0057,0,0,-1.0000,-1.0000,
baseline,0,9,4,294.8796,100.9986,294.8796,100.9986,0,0,-1.0000,-1.0000,
baseline,0,9,5,318.8098,146.1649,318.8098,146.1649,0,0,-1.0000,-1.0000,
baseline,0,9,6,291.3165,137.9861,291.3165,137.9861,0,0,-1.0000,-1.0000,
baseline,0,9,7,284.9872,99.9539,284.9872,99.9539,0,0,-1.0000,-1.0000,
baseline,0,9,8,302.8844,118.8437,302.8844,118.8437,0,0,-1.0000,-1.0000,
A4,0,9,0,336.2797,123.5712,336.2797,123.5712,101,101,0.5895,0.5627,
A4,0,9,1,265.0636,117.7904,265.0636,117.7904,101,101,0.7398,0.5819,
A4,0,9,2,296.3063,111.4001,296.3063,111.4001,101,101,0.5043,0.4507,
A4,0,9,3,331.8180,122.0057,331.8180,122.0057,101,101,0.5979,0.4740,
A4,0,9,4,294.8796,100.9986,294.8796,100.9986,101,101,0.5215,0.4292,
A4,0,9,5,318.8098,146.1649,318.8098,146.1649,101,101,0.6564,0.5624,
A4,0,9,6,291.3165,137.9861,291.3165,137.9861,101,101,0.6581,0.6200,
A4,0,9,7,284.9872,99.9539,284.9872,99.9539,101,101,0.5792,0.3447,
A4,0,9,8,302.8844,118.8437,302.8844,118.8437,101,101,0.3071,0.2631,
A6,0,9,0,336.2797,123.5712,336.2797,123.5712,101,101,0.5895,0.5627,
A6,0,9,1,265.0636,117.7904,265.0636,117.7904,101,101,0.7398,0.5819,
A6,0,9,2,296.3063,111.4001,296.3063,111.4001,101,101,0.5043,0.4507,
A6,0,9,3,331.8180,122.0057,331.8180,122.0057,101,101,0.5979,0.4740,
A6,0,9,4,294.8796,100.9986,294.8796,100.9986,101,101,0.5215,0.4292,
A6,0,9,5,318.8098,146.1649,318.8098,146.1649,101,101,0.6564,0.5624,
A6,0,9,6,291.3165,137.9861,291.3165,137.9861,101,101,0.6581,0.6200,
A6,0,9,7,284.9872,99.9539,284.9872,99.9539,101,101,0.5792,0.3447,
A6,0,9,8,302.8844,118.8437,302.8844,118.8437,101,101,0.3071,0.2631,
B4,0,9,0,336.2797,123.5712,336.2776,123.5659,101,101,0.5895,0.5627,
B4,0,9,1,265.0636,117.7904,265.1110,117.7837,101,101,0.7398,0.5819,
B4,0,9,2,296.3063,111.4001,296.3151,111.4044,101,101,0.5043,0.4507,
B4,0,9,3,331.8180,122.0057,331.8288,122.0018,101,101,0.5979,0.4740,
B4,0,9,4,294.8796,100.9986,294.8801,100.9999,101,101,0.5215,0.4292,
B4,0,9,5,318.8098,146.1649,318.8304,146.1493,101,101,0.6564,0.5624,
B4,0,9,6,291.3165,137.9861,291.3056,137.9818,101,101,0.6581,0.6200,
B4,0,9,7,284.9872,99.9539,284.9849,99.9326,101,101,0.5792,0.3447,
B4,0,9,8,302.8844,118.8437,302.8839,118.8446,101,101,0.3071,0.2631,
